file,kernel,comp,rational,mem,localmem,coalesced,atomic,F2:coalesced/mem,F4:comp/mem
00eb5bbe95d43fb303c79a55e3e6afca5820dc4a.cl,entry,51,59,1,0,0,0,0,51
00ecc3447ee41ea90bba0aa3ee74980df1ade321.cl,entry,7,13,1,0,0,0,0,7
00ede5bf92cf74a8e071700820aba932c5110521.cl,entry,25,41,1,0,0,0,0,25
00efbc88e2c7d44dbc8748ec34dcd55f3b09d8be.cl,entry,7,15,1,0,0,0,0,7
00f0575fc64002d7e0557433a7e9945a86d75817.cl,entry,14,24,1,0,0,0,0,14
00f05cfd9e1ee82b801b625ffd6fc2f51cc0e116.cl,entry,7,14,1,0,0,0,0,7
00f085768ea3618f3d1292631bf1cad7879b7f4c.cl,entry,7,14,1,0,0,0,0,7
00f0ca98625bda7325ac7f9fc9587d2b4cd886d3.cl,entry,7,1,1,0,0,0,0,7
00f188433e0da7387e1e9019304d7a82a4880597.cl,entry,12,19,1,0,0,0,0,12
00f3d8439a8be85c0f92e32f5e5603f9bec44385.cl,entry,38,81,1,0,0,0,0,38
00f5814e45a2c29b7aa6ac530a8bfeb60555a1c0.cl,entry,34,53,1,0,0,0,0,34
00f582523e580a722a28a893aa7c921cf2fa957e.cl,entry,15,45,1,0,0,0,0,15
00f719ed91806fa89cb6b4c12e40788ecd60a5a1.cl,entry,89,114,1,0,0,0,0,89
00f810607a9f31305a85d14d3b21de55871bb3e6.cl,entry,7,1,1,0,0,0,0,7
00faae5747930d3416cb7aa004b74e6e6d7b1109.cl,entry,230,205,1,0,0,0,0,230
00fae108ebecadfffba8fd4680bb910df9eaf6d2.cl,entry,18,18,1,0,0,0,0,18
00fbd4e6b38f7f4b6b08887653d20419777effe3.cl,entry,58,82,1,0,0,0,0,58
00fcf59316ab1fb59f25c630632755b031602e7f.cl,entry,7,16,1,0,0,0,0,7
0101bd58eaed37d2b2ff0ac065943cc9e5840ec8.cl,entry,127,151,1,0,0,0,0,127
0104ae0ca7b00b339e178b18b66eab4fd4efc879.cl,entry,25,40,1,0,0,0,0,25
0105582400c8d6ec85622e6eae96f6d524be4544.cl,entry,43,54,1,0,0,0,0,43
0105ae5aef8199e14208bd836d5e47868c4d19ef.cl,entry,53,86,1,0,0,0,0,53
01084b26faf2fead6c37488ccaa1a13e43c841f9.cl,entry,7,9,1,0,0,0,0,7
0108bce3b44bdf328879b4a1b86bb585e9726ae6.cl,entry,167,198,1,0,0,0,0,167
010904fba239bb2a5e63fd95612af3c6e024d95d.cl,entry,21,72,1,0,0,0,0,21
01098023f2492733dbc16b2490cfa2539342d214.cl,entry,249,394,1,0,0,0,0,249
010f5ba6fa2280ccf84e58f2e99b256deaef626a.cl,entry,8,22,1,0,0,0,0,8
010f6250a79042472ccb46c96e7d9e2f67f43ea9.cl,entry,8,27,1,0,0,0,0,8
01100f3bda8a7baa78ad41e5fd97844a54f1b3af.cl,entry,37,61,1,0,0,0,0,37
