file,kernel,comp,rational,mem,localmem,coalesced,atomic,F2:coalesced/mem,F4:comp/mem
https-api-github-com-repos-BIDData-BIDMat-git-blobs-0bbd0307f7d64df5f3aa6afbcbf024f23b35f647.cl,A,7,4,5,2,1,0,0.2,1.4
https-api-github-com-repos-BIDData-BIDMat-git-blobs-9030800ea37633fb98eb81753242a81a41c2affb.cl,A,2,0,3,0,3,0,1,0.667
https-api-github-com-repos-BIDData-BIDMat-git-blobs-b02c090eb04a355ccceddd4abe5fb80e459c61c6.cl,B,14,1,1,0,0,0,0,14
https-api-github-com-repos-BIDData-BIDMat-git-blobs-b02c090eb04a355ccceddd4abe5fb80e459c61c6.cl,C,14,1,1,0,0,0,0,14
https-api-github-com-repos-BIDData-BIDMat-git-blobs-b02c090eb04a355ccceddd4abe5fb80e459c61c6.cl,F,24,2,2,0,2,0,1,12
https-api-github-com-repos-BIDData-BIDMat-git-blobs-b02c090eb04a355ccceddd4abe5fb80e459c61c6.cl,G,59,9,4,0,0,0,0,14.8
https-api-github-com-repos-BIDData-BIDMat-git-blobs-b02c090eb04a355ccceddd4abe5fb80e459c61c6.cl,H,86,11,10,0,2,0,0.2,8.6
https-api-github-com-repos-BartVolkaerts-OpenCL-Benchmark-git-blobs-0eeedee9072de40496b101f01972d7174b815ef0.cl,A,2049,2,0,0,0,0,0,2.05e+03
https-api-github-com-repos-BartVolkaerts-OpenCL-Benchmark-git-blobs-244d073afcd44608b34edc0c6c04bd62a8f76215.cl,A,2049,2,0,0,0,0,0,2.05e+03
https-api-github-com-repos-BartVolkaerts-OpenCL-Benchmark-git-blobs-b379b7f6a4786c0d6bd0ad82dc50c6064de4ccc2.cl,A,2049,2,0,0,0,0,0,2.05e+03
https-api-github-com-repos-BartVolkaerts-OpenCL-Benchmark-git-blobs-db9f1d738bd64bbf05cf24566e5d532d8ad03cac.cl,A,2049,2,0,0,0,0,0,2.05e+03
https-api-github-com-repos-BeauJoh-Simple-git-blobs-16d9e30a10862341ac842efa120ea1f3b6a4e9e4.cl,A,1,0,3,0,3,0,1,0.333
https-api-github-com-repos-BeauJoh-opencldemos-git-blobs-6774081e83564de8cdb0fd4325b2b0d58ebd8b79.cl,A,1,1,3,0,3,0,1,0.333
https-api-github-com-repos-BeauJoh-opencldemos-git-blobs-be2c97798a7dbfce4bfa959b54f5d3ddf912a17e.cl,B,1935863445,2229790912,3465585363,3278266980,929118269,1717711973,0.268,0.559
